EXPOCODE 316N200310 (316N173_2)  WHP-ID A22      CRUISE DATES 102303 TO 111503    20050523SIOWHPOSA                                                                                                            
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113    TCO2  ALKALI    CCL4          QUALT1
                                            DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG UMOL/KG PMOL/KG                               
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                               
      59       1       2       2  5000.2  5000.2  2.2588 34.8816   258.6  1.7975 34.8833   260.1   38.25   19.95    0.00    1.35   0.330   0.171   0.019    -9.0    -9.0  -9.000 222222222222999
      59       1       1       1  5198.1  5198.1  2.2463 34.8771   256.3  1.7603 34.8774   258.2   40.87   20.40    0.00    1.39   0.237   0.129   0.016  2187.8  2338.0  -9.000 222222222222229
      60       1      36      36     2.8     2.8 24.7419 36.4906   196.4 24.7413 36.4883   206.7    0.48    0.14    0.00    0.01   1.808   1.090   0.097  2032.0    -9.0   1.768 222222222222292
      60       1      35      35    30.5    30.5 24.7408 36.4896   207.5 24.7342 36.4871   206.8    0.46    0.09    0.00    0.01   1.798   1.086   0.095  2029.1    -9.0   1.768 222222222222292
      60       1      34      34    75.5    75.5 23.8220 36.5543   215.6 23.8061 36.5392   212.1    0.44    0.09    0.00    0.01   1.950   1.140   0.087  2045.2    -9.0   1.357 222222222222292
      60       1      33      33   126.2   126.2 20.0227 36.6358   210.8 19.9992 36.6344   209.8    0.52    0.56    0.07    0.03   2.202   1.304   0.108  2081.4    -9.0   0.879 222222222222292
      60       1      32      32   174.6   174.6 19.3131 36.6244   204.8 19.2813 36.6221   206.0    0.70    1.45    0.02    0.05   2.237   1.343   0.103  2085.8    -9.0   0.710 222222222222292
      60       1      31      31   225.9   225.9 18.9804 36.6109   200.9 18.9397 36.6078   202.5    0.78    2.54    0.01    0.11   2.285   1.397   0.057  2092.0  2387.6   0.545 222222222262222
      60       1      30      30   275.4   275.4 18.7851 36.5979   205.7 18.7358 36.5945   207.8    0.76    2.59    0.01    0.11   2.282   1.320   0.063  2090.7  2388.2   0.611 222222222222222
      60       1      29      29   350.3   350.3 18.4836 36.5734   201.1 18.4215 36.5712   205.0    1.04    3.28    0.01    0.15   2.275   1.328   0.058  2095.9  2386.2   0.621 222222222666226
      60       1      28      28   450.1   450.1 17.7529 36.4740   190.2 17.6751 36.4719   189.4    1.62    5.79    0.01    0.29   2.308   1.308   0.020  2111.1  2378.7   0.387 222222222222222
      60       1      27      27   574.8   574.8 16.5594 36.2805   187.2 16.4645 36.2772   186.4    2.51    7.97    0.01    0.44   2.266   1.236   0.031  2122.1    -9.0   0.466 222222222222292
      60       1      26      26   700.2   700.2 14.6012 35.9420   171.3 14.4946 35.9396   170.5    4.61   12.65    0.02    0.74   2.040   1.113   0.028  2141.9  2352.8   0.428 222222222222222
      60       1      25      25   800.9   800.9 12.2676 35.5868   157.5 12.1585 35.5865   155.5    7.93   18.01    0.02    1.09   1.151   0.862   0.034  2164.3  2335.9   0.389 222222222222222
      60       1      24      24   899.0   899.0 10.0838 35.3065   146.1  9.9749 35.3058   144.1   12.11   22.74    0.02    1.43   1.049   0.566   0.016  2183.6  2324.1   0.333 222222222222262
      60       1      23      23   999.6   999.6  8.1397 35.1504   161.0  8.0321 35.1506   162.3   13.72   23.20    0.01    1.48   0.995   0.519   0.025  2183.4  2317.0   0.546 222222222222222
      60       1      22      22  1126.7  1126.7  6.2663 35.0761   198.5  6.1597 35.0766   202.2   12.99   20.94    0.01    1.36   1.377   0.718   0.064  2178.5  2314.7   1.175 222222222222222
      60       1      21      21  1275.2  1275.2  5.2786 35.0542   229.0  5.1660 35.0549   230.5   12.35   19.37    0.01    1.26   1.520   0.778   0.073  2170.2  2317.0   1.553 222222222222222
      60       1      20      20  1426.2  1426.2  4.7358 35.0248   243.5  4.6143 35.0248   245.1   11.92   18.62    0.01    1.21   1.663   0.837   0.078  2165.7  2312.5   1.858 222222222222222
      60       1      19      19  1575.1  1575.1  4.3687 35.0003   253.3  4.2372 35.0004   253.3   11.91   18.21    0.01    1.19   1.675   0.857   0.079  2165.2  2312.0   1.975 222222222222222
      60       1      18      18  1726.3  1726.3  4.1476 34.9911   256.6  4.0044 34.9919   257.9   12.30   18.06    0.01    1.18   1.449   0.723   0.067  2160.1  2312.2   1.880 222222222222222
      60       1      17      17  1900.8  1900.8  3.9311 34.9809   260.3  3.7742 34.9821   261.4   12.89   17.96    0.01    1.17   1.276   0.654   0.059  2159.2  2312.3   1.808 222222222222222
      60       1      16      16  2000.4  2000.4  3.8062 34.9711   263.1  3.6415 34.9730   263.6   13.18   17.91    0.01    1.17   1.278   0.640   0.059  2158.3  2312.2   1.824 222222222222222
      60       1      15      15  2125.0  2125.0  3.6827 34.9651   264.3  3.5078 34.9669   264.6   13.77   17.86    0.01    1.17   1.177   0.598   0.057  2158.8  2313.4   1.748 222222222222222
      60       1      14      14  2375.2  2375.2  3.4863 34.9637   263.6  3.2899 34.9640   263.6   15.82   18.00    0.01    1.19   0.832   0.422   0.026  2159.9  2312.0   1.372 222222222222222
      60       1      13      13  2600.8  2600.8  3.3159 34.9589   263.0  3.0999 34.9608   263.1   17.55   18.11    0.00    1.19   0.621   0.315   0.021  2161.9  2313.7   1.118 222222222222222
      60       1      12      12  2724.5  2724.5  3.2331 34.9584   261.9  3.0061 34.9583   262.3   18.86   18.26    0.01    1.21   0.456   0.239   0.011  2162.9  2314.4   0.908 222222222222222
      60       1      11      11  2899.9  2899.9  3.0884 34.9495   262.9  2.8462 34.9514   263.2   19.68   18.26    0.01    1.21   0.454   0.229   0.012  2163.8  2316.0   0.867 222222222222222
      60       1      10      10  3125.0  3125.0  2.8567 34.9360   264.7  2.5959 34.9362   265.5   21.01   18.11    0.00    1.21   0.458   0.233   0.012  2163.3  2315.8   0.863 222222222222222
      60       1       9       9  3376.5  3376.5  2.6694 34.9243   266.6  2.3862 34.9246   267.6   21.92   18.01    0.00    1.20   0.496   0.255   0.012  2163.2  2316.7   0.923 222222222222222
      60       1       8       8  3623.9  3623.9  2.4986 34.9133   266.8  2.1926 34.9140   267.8   24.39   18.16    0.00    1.23   0.515   0.262   0.018  2165.8  2318.2   0.952 222222222222222
      60       1       7       7  3875.0  3875.0  2.3949 34.9051   266.5  2.0638 34.9048   267.8   26.45   18.26    0.00    1.23   0.532   0.268   0.019  2168.1  2319.0   1.021 222222222222222
      60       1       6       6  4124.6  4124.6  2.3282 34.8984   265.6  1.9704 34.8979   266.6   28.84   18.56    0.00    1.25   0.524   0.266   0.025  2171.0  2328.5   0.969 222222222222222
      60       1       5       5  4375.9  4375.9  2.2855 34.8923   264.0  1.8996 34.8928   264.9   31.64   19.01    0.00    1.28   0.511   0.256   0.025  2174.2  2330.1   0.914 222222222222222
      60       1       4       4  4624.6  4624.6  2.2843 34.8904   262.9  1.8686 34.8904   263.6   32.98   19.21    0.00    1.29   0.403   0.205   0.022  2175.6  2332.0   0.814 222222222222222
      60       1       3       3  4874.8  4874.8  2.2826 34.8864   260.9  1.8363 34.8865   262.2   35.27   19.56    0.00    1.32   0.388   0.202   0.025  2179.6  2334.2   0.744 222222222222222
      60       1       2       2  5124.4  5124.4  2.2750 34.8816   258.5  1.7975 34.8821   259.8   38.19   19.97    0.00    1.36   0.326   0.182   0.019  2183.3  2337.0   0.612 222222222222222
      60       1       1       1  5299.1  5299.1  2.2596 34.8771   256.2  1.7602 34.8772   258.3   40.90   20.47    0.00    1.39   0.229   0.134   0.017  2187.0  2340.7   0.504 222222222222262
      61       1      36      36     3.4     3.4 24.2598 36.4772   207.2 24.2591 36.4756   208.5    0.40    0.09    0.00    0.01   1.928   1.162   0.163  2036.0  2387.8  -9.000 222222222222229
      61       1      35      35    50.1    50.1 24.2465 36.4879   208.4 24.2358 36.4852   208.6    0.38    0.09    0.00    0.01   1.937   1.151   0.166    -9.0    -9.0   1.896 222222222262992
      61       1      34      34    75.5    75.5 24.1742 36.4954   210.1 24.1581 36.4970   209.2    0.55    0.09    0.00    0.01   1.937   1.178   0.149  2043.0  2389.1  -9.000 222222222222229
      61       1      33      33   100.7   100.7 21.3456 36.6185   222.2 21.3260 36.6154   223.6    0.42    0.08    0.00    0.01   2.300   1.363   0.159    -9.0    -9.0  -9.000 222222222222999
      61       1      32      32   125.0   125.0 19.9479 36.6423   208.2 19.9247 36.6395   207.6    0.50    0.74    0.04    0.04   2.348   1.392   0.146  2083.6  2397.6  -9.000 222222222222229
      61       1      31      31   150.2   150.2 19.4939 36.6255   206.1 19.4664 36.6225   205.5    0.57    1.10    0.03    0.05   2.358   1.395   0.133    -9.0    -9.0  -9.000 222222222222999
      61       1      30      30   176.2   176.2 19.2529 36.6208   205.5 19.2209 36.6185   205.7    0.64    1.71    0.02    0.06   2.372   1.408   0.106  2088.3  2397.2  -9.000 222222222222229
      61       1      29      29   224.8   224.8 18.9191 36.6057   205.1 18.8787 36.6029   205.7    0.82    2.46    0.01    0.11   2.400   1.412   0.073    -9.0    -9.0  -9.000 222222222222999
      61       1      28      28   275.7   275.7 18.7259 36.5956   208.8 18.6767 36.5926   210.4    0.89    2.52    0.01    0.11   2.410   1.430   0.096  2089.8  2389.2  -9.000 222222222222229
      61       1      27      27   350.5   350.5 18.4716 36.5727   207.4 18.4094 36.5723   202.9    1.16    3.51    0.01    0.16   2.386   1.379   0.073    -9.0    -9.0  -9.000 222222222222999
      61       1      26      26   450.6   450.6 17.8707 36.4938   195.1 17.7925 36.4915   192.8    1.43    5.32    0.01    0.26   2.440   1.390   0.042  2108.4  2384.1  -9.000 222222222222229
      61       1      25      25   575.2   575.2 16.7498 36.3137   184.7 16.6540 36.3113   187.3    2.31    7.77    0.01    0.41   2.395   1.356   0.037    -9.0    -9.0  -9.000 222222222222999
      61       1      24      24   701.3   701.3 14.7339 35.9599   168.5 14.6265 35.9583   166.9    4.71   12.91    0.01    0.74   2.098   1.149   0.029  2143.9  2355.3  -9.000 222222222222229
      61       1      23      23   826.4   826.4 11.8513 35.5232   147.3 11.7409 35.5287   148.4    9.03   19.40    0.01    1.18   1.526   0.805   0.028  2170.5  2337.4  -9.000 222222222222229
      61       1      22      22   928.2   928.2  9.4793 35.2433   145.2  9.3708 35.2436   145.9   12.88   23.29    0.01    1.47   1.054   0.546   0.027  2186.9  2321.5  -9.000 222222222222229
      61       1      21      21  1101.3  1101.3  6.8088 35.0989   189.7  6.7003 35.0990   189.4   13.47   21.75    0.01    1.41   1.196   0.598   0.047    -9.0    -9.0  -9.000 222222222222999
      61       1      20      20  1276.4  1276.4  5.3896 35.0518   227.6  5.2759 35.0527   226.9   12.32   19.51    0.01    1.27   1.681   0.855   0.098  2170.5  2335.2  -9.000 222222222222239
      61       1      19      19  1425.9  1425.9  4.7218 35.0206   243.1  4.6004 35.0211   244.6   11.89   18.59    0.00    1.21   1.862   0.926   0.094    -9.0    -9.0  -9.000 222222222666999
      61       1      18      18  1564.8  1564.8  4.3885 34.9991   251.5  4.2577 34.9992   252.9   11.97   18.29    0.00    1.19   1.870   0.935   0.099    -9.0    -9.0  -9.000 222222222222999
      61       1      17      17  1726.0  1726.0  4.1143 34.9803   257.6  3.9716 34.9813   259.2   12.04   17.98    0.00    1.17   1.841   0.910   0.103    -9.0    -9.0  -9.000 222222222222999
      61       1      16      16  1900.7  1900.7  3.8722 34.9640   262.5  3.7162 34.9652   264.1   12.43   17.83    0.00    1.16   1.698   0.833   0.085    -9.0    -9.0  -9.000 222222222222999
      61       1      15      15  2125.7  2125.7  3.6499 34.9510   266.4  3.4754 34.9516   267.4   13.01   17.72    0.00    1.15   1.630   0.798   0.083    -9.0    -9.0  -9.000 222222222222999
      61       1      14      14  2376.3  2376.3  3.5179 34.9541   265.0  3.3210 34.9543   266.2   14.42   17.82    0.00    1.17   1.203   0.584   0.063    -9.0    -9.0  -9.000 222222222222999
      61       1      13      13  2625.3  2625.3  3.3719 34.9631   262.4  3.1524 34.9642   262.1   17.38   18.18    0.00    1.20   0.621   0.303   0.012    -9.0    -9.0  -9.000 222222222222999
      61       1      12      12  2683.4  2683.4  3.3108 34.9598   262.4  3.0865 34.9604   262.6   17.87   18.17    0.00    1.20   0.599   0.292   0.023    -9.0    -9.0  -9.000 222222222222999
      61       1      11      11  2877.1  2877.1  3.1267 34.9501   262.5  2.8861 34.9502   263.3   19.18   18.22    0.00    1.20   0.534   0.261   0.018    -9.0    -9.0  -9.000 222222222222999
      61       1      10      10  3175.7  3175.7  2.8449 34.9345   264.5  2.5790 34.9349   265.5   20.81   18.12    0.00    1.20   0.497   0.246   0.024    -9.0    -9.0  -9.000 222222222222999
      61       1       9       9  3375.3  3375.3  2.6718 34.9243   266.5  2.3886 34.9248   267.4   21.92   18.06    0.00    1.20   0.514   0.252   0.025    -9.0    -9.0  -9.000 222222222222999
      61       1       8       8  3625.2  3625.2  2.4893 34.9130   267.0  2.1835 34.9132   268.3   23.66   18.07    0.00    1.20   0.532   0.260   0.022    -9.0    -9.0  -9.000 222222222222999
      61       1       7       7  3874.7  3874.7  2.3913 34.9056   267.2  2.0602 34.9061   268.1   25.62   18.22    0.00    1.22   0.537   0.264   0.031    -9.0    -9.0  -9.000 222222222222999
      61       1       6       6  4124.9  4124.9  2.3375 34.9000   266.2  1.9794 34.9000   267.1   27.57   18.48    0.00    1.24   0.536   0.253   0.027    -9.0    -9.0  -9.000 222222222222999
      61       1       5       5  4374.5  4374.5  2.3093 34.8953   264.9  1.9228 34.8957   265.7   29.84   18.78    0.00    1.26   0.521   0.252   0.034    -9.0    -9.0  -9.000 222222222222999
      61       1       4       4  4624.9  4624.9  2.2801 34.8889   262.2  1.8645 34.8884   263.0   33.27   19.29    0.00    1.30   0.493   0.245  -9.000    -9.0    -9.0  -9.000 222222222229999
      61       1       3       3  4875.9  4875.9  2.2796 34.8860   260.9  1.8332 34.8865   261.6   35.13   19.59    0.00    1.32   0.409   0.208   0.028    -9.0    -9.0  -9.000 222222222222999
      61       1       2       2  5126.0  5126.0  2.2554 34.8793   257.9  1.7783 34.8792   258.4   39.51   20.25    0.00    1.37   0.287   0.146   0.026    -9.0    -9.0  -9.000 222222222222999
      61       1       1       1  5259.2  5259.2  2.2610 34.8779   256.7  1.7667 34.8776   257.7   40.34   20.40    0.00    1.38   0.261   0.142   0.021    -9.0    -9.0  -9.000 222222222222999
      62       1      35      35     3.6     3.6 24.2017 36.4744   209.9 24.2010 36.4750   209.4    0.24    0.05    0.00    0.01   1.854   1.111   0.112  2035.5  2377.6   1.822 222222222222262
      62       1      36      36     3.7     3.7 24.2022 36.4745   209.9 24.2014 36.4703      -9    0.50    0.10    0.00    0.02      -9      -9      -9    -9.0  2377.9  -9.000 922292222999929
      62       1      34      34    25.1    25.1 24.2192 36.4739   209.3 24.2138 36.4719   209.4    0.30    0.05    0.00    0.01   1.862   1.137   0.103  2035.9  2377.4   1.815 222222222222222
      62       1      33      33    49.9    49.9 24.2190 36.4736   209.8 24.2084 36.4733   209.3    0.25    0.05    0.00    0.01   1.824   1.077   0.106  2035.1  2384.2   1.819 222222222222222
      62       1      32      32    70.7    70.7 22.6196 36.6172   226.8 22.6052 36.6177   224.6    0.10    0.05    0.00    0.01   2.144   1.214   0.086  2057.2  2388.1   1.082 222222222222222
      62       1      31      31    99.3    99.3 21.0246 36.6546   211.5 21.0054 36.6528   202.0    0.36    0.54    0.10    0.02   2.152   1.278   0.100  2081.9    -9.0   0.845 222222222222292
      62       1      30      30   124.9   124.9 19.9851 36.6423   200.4 19.9618 36.6423   207.6    0.31    0.84    0.04    0.04   2.220   1.293   0.108  2084.6    -9.0   0.827 222222222222292
      62       1      29      29   152.6   152.6 19.4301 36.6277   197.1 19.4022 36.6281   204.4    0.36    1.45    0.02    0.06   2.249   1.300   0.097  2088.0  2384.9   0.733 222222222222222
      62       1      28      28   200.5   200.5 19.0433 36.6164   201.0 19.0072 36.6142   203.5    0.52    2.39    0.01    0.10   2.290   1.346   0.048  2091.0  2394.4   0.583 222222222222222
      62       1      27      27   250.5   250.5 18.7785 36.5986   205.9 18.7337 36.5967   205.7    0.57    2.74    0.01    0.12   2.273   1.300   0.062  2091.8  2393.7   0.589 222222222222222
      62       1      26      26   301.6   301.6 18.5769 36.5820   204.1 18.5233 36.5817   204.4    0.83    3.13    0.01    0.14   2.297   1.292   0.057  2095.0  2392.1   0.616 222222222222222
      62       1      25      25   402.4   402.4 17.9917 36.5102   192.8 17.9216 36.5073   194.1    1.39    5.01    0.00    0.24   2.322   1.304   0.025  2106.8  2388.8   0.455 222222222222222
      62       1      24      24   501.5   501.5 17.2098 36.3927   187.9 17.1249 36.3909   190.7    1.95    6.63    0.01    0.34   2.298   1.275   0.031  2115.6  2339.2   0.469 222222222222232
      62       1      23      23   625.4   625.4 15.5437 36.0982   181.4 15.4446 36.0968   173.4    3.75   10.99    0.01    0.62   2.091   1.133   0.023  2137.9    -9.0   0.405 222222222222292
      62       1      22      22   749.3   749.3 13.0259 35.6890   156.3 12.9200 35.6925   154.9    7.00   16.82    0.01    1.02   1.687   0.886   0.037  2162.6    -9.0   0.353 222222222222292
      62       1      21      21   899.6   899.6  9.5779 35.2483   143.2  9.4722 35.2491   144.4   12.98   23.40    0.01    1.49   0.970   0.508   0.015  2188.8  2317.0   0.351 222222222222262
      62       1      20      20  1049.3  1049.3  7.1468 35.1071   181.4  7.0413 35.1073   182.6   13.36   21.99    0.01    1.43   1.204   0.592   0.037  2183.9    -9.0   0.853 222222222222292
      62       1      19      19  1201.2  1201.2  5.7505 35.0694   217.2  5.6409 35.0705   218.5   12.37   19.73    0.01    1.28   1.630   0.798   0.072  2175.3  2309.3   1.459 222222222222222
      62       1      18      18  1351.3  1351.3  4.9832 35.0371   238.2  4.8662 35.0380   239.8   11.70   18.57    0.01    1.21   1.870   0.898   0.090  2168.6    -9.0   1.854 222222222222292
      62       1      17      17  1498.6  1498.6  4.5848 35.0109   248.7  4.4581 35.0144   249.5   11.65   18.27    0.00    1.19   1.835   0.901   0.090  2165.2  2305.5   1.951 222222222222222
      62       1      16      16  1654.0  1654.0  4.2817 34.9884   257.0  4.1437 34.9890   256.8   11.70   18.02    0.00    1.18   1.872   0.904   0.097  2163.1  2306.6   2.126 222222222222222
      62       1      15      15  1801.4  1801.4  4.0577 34.9735   261.6  3.9086 34.9748   261.7   11.86   17.81    0.00    1.16   1.811   0.902   0.100  2160.8    -9.0   2.166 222222222222292
      62       1      14      14  2000.2  2000.2  3.8433 34.9633   265.8  3.6781 34.9663   264.8   12.44   17.76    0.00    1.16   1.571   0.766   0.080  2159.9    -9.0   2.025 222222222222292
      62       1      13      13  2247.4  2247.4  3.5890 34.9490   267.8  3.4037 34.9500   268.5   13.33   17.66    0.00    1.15   1.457   0.717   0.069  2158.7  2305.8   1.945 222222222222222
      62       1      12      12  2500.1  2500.1  3.4358 34.9562   265.2  3.2278 34.9571   266.0   15.60   17.85    0.00    1.17   0.965   0.477   0.031  2160.6  2309.7   1.456 222222222222222
      62       1      11      11  2751.7  2751.7  3.2431 34.9531   263.9  3.0131 34.9540   264.4   17.76   18.05    0.00    1.19   0.682   0.328   0.027  2162.6  2313.2   1.092 222222222222222
      62       1      10      10  2999.9  2999.9  3.0341 34.9440   263.9  2.7826 34.9443   264.9   19.60   18.10    0.00    1.20   0.551   0.260   0.010  2162.6  2313.5   0.926 222222222222222
      62       1       9       9  3248.6  3248.6  2.8220 34.9323   265.8  2.5489 34.9337   266.9   20.83   17.99    0.00    1.20   0.535   0.272   0.017  2163.3  2313.9   0.911 222222222222222
      62       1       8       8  3498.6  3498.6  2.5957 34.9180   268.0  2.3010 34.9181   269.3   22.15   17.89    0.00    1.19   0.669   0.345   0.014  2164.3  2313.8   1.106 222222222222222
      62       1       7       7  3748.9  3748.9  2.4524 34.9086   268.2  2.1339 34.9089   269.1   24.54   18.04    0.00    1.21   0.653   0.304   0.024  2168.7  2317.0   1.069 222222222222222
      62       1       6       6  3998.0  3998.0  2.3544 34.9008   267.0  2.0105 34.9018   268.7   27.04   18.33    0.00    1.22   0.611   0.317   0.031  2171.8  2322.1   1.059 222222222222222
      62       1       5       5  4248.9  4248.9  2.3017 34.8951   265.7  1.9303 34.8969   266.6   29.66   18.69    0.00    1.26   0.546   0.249   0.020  2172.2  2331.4   0.939 222222222222222
      62       1       4       4  4500.6  4500.6  2.2834 34.8907   264.1  1.8828 34.8912   264.7   32.18   19.03    0.00    1.29   0.518   0.242   0.017  2174.2  2333.9   0.886 222222222222222
      62       1       3       3  4749.8  4749.8  2.2772 34.8868   262.7  1.8465 34.8877   264.2   34.17   19.33    0.00    1.31   0.494   0.245   0.023  2178.7  2335.8   0.832 222222222222222
      62       1       2       2  5000.9  5000.9  2.2789 34.8835   261.4  1.8168 34.8845   261.8   36.26   19.67    0.00    1.33   0.434   0.226   0.023  2180.7  2337.5   0.756 222222222222222
      62       1       1       1  5176.0  5176.0  2.2795 34.8810   258.9  1.7952 34.8821   259.5   38.25   19.97    0.00    1.35   0.348   0.195   0.027  2185.2  2341.2   0.662 222222222222262
      63       1      35      35     5.3     5.3 23.7409 36.4830   212.3 23.7398 36.4792   210.3    0.33    0.09    0.00    0.01   1.955   1.190   0.159  2037.9  2387.9  -9.000 222222222222229
      63       1      34      34    24.5    24.5 23.7511 36.4827   211.0 23.7459 36.4788   210.3    0.31    0.09    0.00    0.01   1.927   1.187   0.159    -9.0    -9.0  -9.000 222222222222999
      63       1      33      33    49.6    49.6 23.7591 36.4829   210.9 23.7487 36.4798   210.2    0.30    0.09    0.00    0.01   1.933   1.183   0.148  2037.7  2387.7  -9.000 222222222222229
      63       1      32      32    74.7    74.7 23.7606 36.4826   210.5 23.7449 36.4792   210.3    0.39    0.09    0.00    0.01   1.941   1.169   0.163    -9.0    -9.0  -9.000 222222222222999
      63       1      31      31    99.8    99.8 21.8642 36.6100   216.0 21.8444 36.6025   221.6    0.37    0.07    0.01    0.01   2.237   1.334   0.152  2063.1  2395.2  -9.000 222222222666229
      63       1      30      30   150.2   150.2 19.1356 36.6114   206.2 19.1085 36.6076   204.0    0.66    1.63    0.02    0.06   2.345   1.386   0.101    -9.0    -9.0  -9.000 222222222222999
      63       1      29      29   200.2   200.2 18.7070 36.5867   205.1 18.6714 36.5842   204.8    0.75    2.52    0.01    0.10   2.389   1.400   0.097  2093.4  2393.0  -9.000 222222222222229
      63       1      28      28   249.8   249.8 18.4929 36.5705   202.7 18.4487 36.5682   202.8    1.03    3.46    0.01    0.16   2.387   1.405   0.061    -9.0    -9.0  -9.000 222222222222999
      63       1      27      27   300.3   300.3 18.2659 36.5452   201.8 18.2132 36.5432   203.4    1.23    3.75    0.01    0.18   2.412   1.399   0.064    -9.0    -9.0  -9.000 222222222222999
      63       1      26      26   401.1   401.1 17.7163 36.4731   194.6 17.6472 36.4717   195.1    1.62    5.42    0.00    0.27   2.404   1.370   0.044    -9.0    -9.0  -9.000 222222222222999
      63       1      25      25   500.7   500.7 16.8563 36.3315   190.0 16.7727 36.3291   185.8    2.01    7.64    0.00    0.41   2.340   1.322   0.036  2119.4  2377.8  -9.000 222222222222229
      63       1      24      24   626.5   626.5 14.9118 35.9891   168.8 14.8153 35.9890   168.1    4.13   12.39    0.00    0.72   2.103   1.147   0.035    -9.0    -9.0  -9.000 222222222222999
      63       1      23      23   721.3   721.3 12.8078 35.6527   152.9 12.7070 35.6506   151.6    7.39   17.47    0.00    1.06   1.695   0.913   0.030    -9.0    -9.0  -9.000 222222222222999
      63       1      22      22   814.4   814.4 10.8789 35.3894   140.1 10.7759 35.3908   141.5   10.98   21.68    0.00    1.36   1.209   0.637   0.028  2177.6  2333.7  -9.000 222222222222229
      63       1      21      21   925.9   925.9  8.9415 35.2125   157.5  8.8369 35.2101   157.8   12.72   22.48    0.00    1.44   1.176   0.608   0.034  2183.6    -9.0  -9.000 222222222222299
      63       1      20      20  1051.0  1051.0  7.0015 35.1325   187.4  6.8968 35.1323   189.8   13.12   21.22    0.00    1.38   1.236   0.633   0.045    -9.0    -9.0  -9.000 222222222222999
      63       1      19      19  1201.7  1201.7  5.7379 35.0721   217.7  5.6284 35.0736   219.2   12.38   19.62    0.00    1.28   1.727   0.869   0.096    -9.0    -9.0  -9.000 222222222222999
      63       1      18      18  1354.5  1354.5  5.0417 35.0429   237.4  4.9238 35.0423   238.8   11.85   18.61    0.00    1.22   1.930   0.977   0.103    -9.0    -9.0  -9.000 222222222222999
      63       1      17      17  1503.7  1503.7  4.5734 35.0120   247.7  4.4463 35.0120   250.4   11.73   18.12    0.00    1.18   2.025   1.016   0.121    -9.0    -9.0  -9.000 222222222222999
      63       1      16      16  1653.4  1653.4  4.2861 34.9941   257.1  4.1481 34.9937   256.5   11.92   17.96    0.00    1.17   1.865   0.925   0.100    -9.0    -9.0  -9.000 222222222222999
      63       1      15      15  1808.2  1808.2  4.0063 34.9731   260.6  3.8572 34.9752   262.2   12.12   17.81    0.00    1.17   1.816   0.884   0.063    -9.0    -9.0  -9.000 222222222333999
      63       1      14      14  2006.0  2006.0  3.7534 34.9546   265.9  3.5890 34.9543   266.6   12.51   17.71    0.00    1.16   1.700   0.841   0.089    -9.0    -9.0  -9.000 222222222222999
      63       1      13      13  2227.9  2227.9  3.5593 34.9467   267.8  3.3764 34.9473   268.5   13.43   17.66    0.00    1.16   1.488   0.723   0.075    -9.0    -9.0  -9.000 222222222222999
      63       1      12      12  2498.3  2498.3  3.4274 34.9502   266.6  3.2198 34.9492   267.3   15.18   17.66    0.00    1.17   1.124   0.554   0.054    -9.0    -9.0  -9.000 222222222222999
      63       1      11      11  2749.3  2749.3  3.2558 34.9523   264.5  3.0258 34.9520   264.9   17.55   17.90    0.00    1.19   0.717   0.345   0.036    -9.0    -9.0  -9.000 222222222222999
      63       1      10      10  3001.0  3001.0  3.0447 34.9442   264.7  2.7928 34.9433   265.0   19.61   18.00    0.00    1.20   0.564   0.281   0.023    -9.0    -9.0  -9.000 222222222222999
      63       1       9       9  3249.4  3249.4  2.7970 34.9298   266.7  2.5243 34.9298   267.8   20.75   17.85    0.00    1.19   0.610   0.296   0.021    -9.0    -9.0  -9.000 222222222222999
      63       1       8       8  3499.9  3499.9  2.5939 34.9186   267.9  2.2991 34.9217   268.5   22.72   17.95    0.00    1.20   0.625   0.308   0.034    -9.0    -9.0  -9.000 222222222222999
      63       1       7       7  3750.9  3750.9  2.4481 34.9085   268.0  2.1294 34.9081   268.8   24.80   18.05    0.00    1.21   0.566   0.272   0.026    -9.0    -9.0  -9.000 222222222222999
      63       1       6       6  4001.5  4001.5  2.3525 34.9009   266.9  2.0082 34.9000   268.1   27.21   18.34    0.00    1.24   0.562   0.275   0.029    -9.0    -9.0  -9.000 222222222222999
      63       1       5       5  4250.2  4250.2  2.3044 34.8953   265.5  1.9328 34.8943   266.4   29.82   18.59    0.00    1.26   0.519   0.249   0.029    -9.0    -9.0  -9.000 222222222222999
      63       1       4       4  4499.2  4499.2  2.2867 34.8910   263.8  1.8861 34.8904   264.6   32.02   18.89    0.00    1.29   0.487   0.240   0.024    -9.0    -9.0  -9.000 222222222222999
      63       1       3       3  4749.4  4749.4  2.2781 34.8870   262.0  1.8474 34.8857   263.0   34.32   19.24    0.00    1.31   0.466   0.232   0.028    -9.0    -9.0  -9.000 222222222222999
